seq_ID	ID	mRNA	ORF_strand	ORF_frame	ORF_start	ORF_end	ORF	Fickett	Hexamer	Coding_prob
PB.4030.1	PB.4030.1_ORF_1	1781	+	3	3	1160	1158	1.2682	0.525184359720182	0.999996587328046
PB.4030.3	PB.4030.3_ORF_1	2012	+	2	242	1399	1158	1.2682	0.525184359720182	0.999996543828304
PB.4034.1	PB.4034.1_ORF_1	192	+	1	25	120	96	0.8455	-0.18088892409172	0.00704695654873157
PB.4034.2	PB.4034.2_ORF_1	1834	+	2	41	1726	1686	1.0877	0.296133431606589	0.999999930373027
PB.4034.3	PB.4034.3_ORF_1	2168	+	3	1107	2066	960	1.0314	0.25106348151643	0.999618826082332
PB.4031.1	PB.4031.1_ORF_1	1450	+	3	483	755	273	1.2916	0.650682217712741	0.972000332564417
PB.4032.1	PB.4032.1_ORF_1	2125	+	1	91	474	384	1.1262	0.248243166705115	0.850652368439562
PB.4032.2	PB.4032.2_ORF_1	863	+	3	81	464	384	1.1262	0.248243166705115	0.859231771645021
PB.4032.3	PB.4032.3_ORF_1	1111	+	1	328	711	384	1.1262	0.248243166705115	0.857578991925735
PB.4032.4	PB.4032.4_ORF_1	307	+	1	112	210	99	0.856	-0.686993504902031	0.000350493913986372
PB.4032.5	PB.4032.5_ORF_1	834	+	3	642	809	168	0.644	-0.214757535037738	0.00619440427389929
PB.4033.1	PB.4033.1_ORF_1	1462	+	2	86	1108	1023	1.2784	0.492765540281902	0.999982151664996
PB.4033.2	PB.4033.2_ORF_1	240	+	1	145	195	51	0.5495	-0.549298266693296	0.000164877502716018
PB.4034.6	PB.4034.6_ORF_1	301	+	1	70	255	186	1.0854	0.085891770434348	0.182233810867616
PB.4034.5	PB.4034.5_ORF_1	579	+	1	259	528	270	1.1104	0.51023940038841	0.889386053603189
PB.4034.4	PB.4034.4_ORF_1	974	+	3	102	923	822	1.2142	0.53089859142207	0.999837013932988
PB.4034.7	PB.4034.7_ORF_1	677	+	2	287	628	342	1.0962	0.492438985381639	0.938639594690803
PB.4034.8	PB.4034.8_ORF_1	3836	+	2	65	3322	3258	1.2449	0.524497431099342	1
PB.4035.1	PB.4035.1_ORF_1	2002	+	1	190	1671	1482	1.1228	0.379088915873541	0.999999631188633
PB.4036.1	PB.4036.1_ORF_2	1693	+	2	1262	1459	198	0.4973	-0.0455528034895167	0.0138124029575762
PB.4037.1	PB.4037.1_ORF_1	2706	+	3	69	1307	1239	1.2377	0.5126523957392	0.999998261210479
PB.4038.1	PB.4038.1_ORF_1	1626	+	1	40	969	930	0.968	0.506035071495238	0.999862897560272
PB.4039.1	PB.4039.1_ORF_1	127	+	1	22	102	81	1.0384	-0.110922161430943	0.0175878238668343
PB.4040.1	PB.4040.1_ORF_1	181	+	3	15	176	162	0.7925	-0.149521112109863	0.0147530855323519
PB.4041.1	PB.4041.1_ORF_1	225	+	3	135	209	75	0.6741	-0.457800930700886	0.00057759236556354
PB.4042.1	PB.4042.1_ORF_1	2202	+	2	59	2119	2061	0.9311	0.167058697516352	0.999999995981185
PB.4043.1	PB.4043.1_ORF_1	2203	+	1	157	1470	1314	1.2684	0.502854067384912	0.999999302215665
PB.4044.1	PB.4044.1_ORF_2	826	+	1	268	522	255	0.7484	0.0550583095990237	0.10842651743607
PB.4043.2	PB.4043.2_ORF_1	497	+	2	239	289	51	1.0126	0.117407711515269	0.0438519132604384
PB.4045.1	PB.4045.1_ORF_1	2436	+	1	13	1851	1839	1.3032	0.467778166090075	0.999999997818589
PB.4045.2	PB.4045.2_ORF_1	1666	+	1	13	1617	1605	1.2964	0.473519776654872	0.999999971659273
PB.4046.1	PB.4046.1_ORF_1	552	+	3	291	398	108	0.6725	-0.254330981247658	0.00279925155091735
PB.4047.1	PB.4047.1_ORF_1	1113	+	2	737	1027	291	0.656	-0.200450869072993	0.026885646059751
PB.4048.1	PB.4048.1_ORF_1	1174	+	1	67	519	453	0.8372	0.294254698075847	0.863752046768352
PB.4048.2	PB.4048.2_ORF_1	1801	+	1	64	516	453	0.8372	0.294254698075847	0.859655320100983
PB.4048.3	PB.4048.3_ORF_1	1915	+	1	19	471	453	0.8372	0.294254698075847	0.858899480648627
PB.4048.4	PB.4048.4_ORF_2	473	+	1	370	471	102	0.8856	-0.193441884320737	0.00788942298243375
PB.4049.1	PB.4049.1_ORF_2	411	+	3	291	410	120	0.816	-0.186309157316764	0.00795339662126375
PB.4050.1	PB.4050.1_ORF_3	1568	+	1	904	969	66	0.797	-0.392894560458567	0.00109832915597127
PB.4050.2	PB.4050.2_ORF_1	526	+	1	391	483	93	0.6258	-0.578814439872735	0.000282364427691331
PB.4051.1	PB.4051.1_ORF_1	2512	+	2	122	946	825	1.0783	0.260331624006407	0.998586921329701
PB.4051.2	PB.4051.2_ORF_1	228	+	3	3	104	102	0.7948	-0.176548377351138	0.00648751903363869
PB.4051.3	PB.4051.3_ORF_1	1078	+	2	122	946	825	1.0783	0.260331624006407	0.998693633547164
PB.4051.4	PB.4051.4_ORF_1	862	+	2	122	730	609	1.0774	0.258945460404961	0.985556469508311
PB.4052.1	PB.4052.1_ORF_1	1198	+	1	217	735	519	1.2004	0.468219867234071	0.992546349751756
PB.4052.2	PB.4052.2_ORF_1	1709	+	3	12	1250	1239	1.2866	0.476128011699776	0.999998263978743
PB.4052.3	PB.4052.3_ORF_1	1578	+	3	12	1250	1239	1.2866	0.476128011699776	0.999998276403707
PB.4053.1	PB.4053.1_ORF_1	2061	+	2	5	262	258	0.994	0.488164483526451	0.791462605203912
PB.4056.3	PB.4056.3_ORF_1	404	+	2	119	178	60	1.0801	-0.14483586659148	0.012932597671823
PB.4056.2	PB.4056.2_ORF_1	1226	+	3	222	800	579	1.236	0.539115501387285	0.997793716181734
PB.4056.1	PB.4056.1_ORF_1	1939	+	2	125	1513	1389	1.2217	0.494072685838032	0.999999631802506
PB.4056.4	PB.4056.4_ORF_1	2212	+	2	194	1789	1596	1.2217	0.485213517187091	0.999999961081457
PB.4056.6	PB.4056.6_ORF_1	716	+	2	59	382	324	1.192	0.464686118278064	0.936193941850605
PB.4056.5	PB.4056.5_ORF_1	1670	+	2	233	1336	1104	1.2541	0.480993881257715	0.99999148089482
PB.4056.8	PB.4056.8_ORF_1	841	+	2	77	508	432	1.2541	0.54004983079027	0.989633976865218
PB.4056.7	PB.4056.7_ORF_1	3387	+	1	148	3054	2907	1.2178	0.449935023015196	1
PB.4056.9	PB.4056.9_ORF_1	2348	+	3	222	2021	1800	1.236	0.482699349260557	0.999999996132626
PB.4057.1	PB.4057.1_ORF_1	262	+	2	17	94	78	0.9015	-0.24814336494517	0.00464003090776491
PB.4058.1	PB.4058.1_ORF_1	191	+	2	95	172	78	0.4592	-0.778149408329231	4.08568007217296e-05
PB.4059.1	PB.4059.1_ORF_1	187	+	2	89	154	66	0.7747	-0.5641792077459	0.000388271001558018
PB.4060.2	PB.4060.2_ORF_1	2815	+	3	9	2378	2370	1.2829	0.497656421439546	0.999999999994759
PB.4061.1	PB.4061.1_ORF_1	1098	+	1	238	615	378	1.1739	0.436314672057465	0.954113490645093
PB.4062.1	PB.4062.1_ORF_1	1599	+	2	377	1105	729	1.2996	0.443961451311211	0.999397473489754
PB.4062.2	PB.4062.2_ORF_1	562	+	2	287	388	102	0.8877	0.0227991152397779	0.0287556882095755
PB.4062.3	PB.4062.3_ORF_1	1161	+	2	14	667	654	1.2621	0.452865479457952	0.998533588264154
PB.4063.1	PB.4063.1_ORF_1	583	+	2	8	91	84	0.7783	0.00048136633092373	0.0142755975612022
PB.4065.1	PB.4065.1_ORF_1	1910	+	1	58	1422	1365	1.3306	0.558755584714912	0.999999776898544
PB.4065.2	PB.4065.2_ORF_1	225	+	3	114	224	111	0.9954	-0.0317614638017992	0.0335561692032406
PB.4065.3	PB.4065.3_ORF_1	2941	+	3	810	2456	1647	1.3306	0.553653543745243	0.999999989617159
PB.4065.4	PB.4065.4_ORF_1	2112	+	2	269	1783	1515	1.2928	0.464008126931177	0.999999914733035
PB.4066.1	PB.4066.1_ORF_2	812	+	1	7	246	240	1.2856	0.537863123085238	0.924676205527902
PB.4066.2	PB.4066.2_ORF_2	321	+	1	115	171	57	1.1077	0.0421886903762625	0.0417287233824293
PB.4067.1	PB.4067.1_ORF_11	1973	+	3	306	362	57	0.9668	0.0264392459575919	0.0217574664937944
PB.4068.1	PB.4068.1_ORF_1	1986	+	2	416	1654	1239	1.0339	0.399331317490824	0.999993287963358
PB.4069.1	PB.4069.1_ORF_1	2339	+	3	93	1004	912	1.0554	0.261377037858418	0.999430851492952
PB.4069.2	PB.4069.2_ORF_1	2375	+	1	85	1185	1101	1.1022	0.277806072390852	0.999946956569235
PB.4069.3	PB.4069.3_ORF_1	2204	+	2	116	1012	897	1.1306	0.252129679967805	0.999454627764325
PB.4070.1	PB.4070.1_ORF_1	1252	+	2	74	1087	1014	1.1486	0.287738257514782	0.999894088624754
PB.4071.1	PB.4071.1_ORF_1	322	+	2	146	307	162	0.9254	0.149664472324656	0.126142871207963
PB.4073.1	PB.4073.1_ORF_1	329	+	2	107	286	180	0.8963	-0.167395370137218	0.0227801053457722
PB.4074.1	PB.4074.1_ORF_1	1634	+	2	107	1081	975	1.2506	0.455547139744777	0.999957478301026
PB.4074.3	PB.4074.3_ORF_1	1001	+	3	102	1001	900	1.2439	0.447971984736928	0.9998981605747
PB.4074.2	PB.4074.2_ORF_1	1126	+	3	102	1076	975	1.2506	0.455547139744777	0.999958646321044
PB.4074.4	PB.4074.4_ORF_1	602	+	1	427	600	174	1.207	0.707245103765471	0.926741159099876
PB.4074.5	PB.4074.5_ORF_1	478	+	1	292	477	186	1.207	0.686966375598122	0.92795359576009
PB.4074.6	PB.4074.6_ORF_1	335	+	2	149	334	186	1.207	0.686966375598122	0.928476047173561
PB.4075.1	PB.4075.1_ORF_1	871	+	1	316	786	471	0.5802	-0.315236598945664	0.0744899996558467
PB.4076.1	PB.4076.1_ORF_2	1262	+	2	764	1009	246	1.0142	0.124761272048547	0.290640060942311
PB.4076.2	PB.4076.2_ORF_1	231	+	2	80	133	54	0.5315	-0.075062562424183	0.00284216808158655
PB.4076.8	PB.4076.8_ORF_1	473	+	2	251	439	189	1.1018	0.134664180513401	0.245148769285473
PB.4076.7	PB.4076.7_ORF_1	606	+	1	70	258	189	0.9832	0.223042070085523	0.268061338111381
PB.4076.6	PB.4076.6_ORF_1	1033	+	2	302	685	384	1.1105	0.303002373650412	0.888724287492248
PB.4076.5	PB.4076.5_ORF_1	1288	+	2	11	940	930	1.1485	0.349858342460599	0.999813644614172
PB.4076.4	PB.4076.4_ORF_1	1655	+	3	3	1307	1305	1.1856	0.388018811227966	0.999998000146441
PB.4076.3	PB.4076.3_ORF_1	3908	+	3	21	3560	3540	0.9449	0.313751025651386	1
PB.4077.2	PB.4077.2_ORF_1	1428	+	1	538	1071	534	0.6359	-0.0505776940230501	0.488162687451272
PB.4077.1	PB.4077.1_ORF_1	2262	+	2	218	1060	843	1.3102	0.469433318795982	0.99985576816156
PB.4078.1	PB.4078.1_ORF_2	541	+	3	357	506	150	0.8663	-0.313935850513028	0.00606735932860996
PB.4079.1	PB.4079.1_ORF_1	1975	+	2	26	1480	1455	1.2472	0.566476774541805	0.999999895944228
PB.4079.2	PB.4079.2_ORF_3	949	+	3	342	458	117	1.2634	0.726707953082181	0.899661556591879
PB.4079.3	PB.4079.3_ORF_1	2076	+	1	64	1587	1524	1.229	0.541886926257173	0.999999940232488
PB.4079.4	PB.4079.4_ORF_1	1803	+	1	37	1560	1524	1.229	0.541886926257173	0.999999941120482
PB.4079.5	PB.4079.5_ORF_1	1756	+	2	59	1513	1455	1.2472	0.566476774541805	0.999999897186263
PB.4080.1	PB.4080.1_ORF_1	499	+	3	357	497	141	0.6898	-0.152149789213803	0.00797215479696347
PB.4080.2	PB.4080.2_ORF_1	305	+	3	222	281	60	0.8439	-0.44423554770255	0.000947609233611568
PB.4081.1	PB.4081.1_ORF_3	628	+	2	77	154	78	1.0459	0.519856260209724	0.442691267456678
PB.4081.2	PB.4081.2_ORF_1	1610	+	3	171	1142	972	1.2846	0.665803615750431	0.999989095281923
PB.4082.2	PB.4082.2_ORF_1	324	+	3	150	284	135	0.6172	-0.518276332049874	0.000640033902760079
PB.4082.1	PB.4082.1_ORF_1	1265	+	2	125	1024	900	1.02	0.372240737804836	0.999646105083377
PB.4082.3	PB.4082.3_ORF_5	1140	+	2	119	211	93	1.2639	0.683378153388387	0.83933329270867
PB.4082.4	PB.4082.4_ORF_1	679	+	3	210	440	231	1.074	0.380791309001314	0.675172421002972
PB.4083.1	PB.4083.1_ORF_1	1100	+	1	880	1080	201	0.8361	-0.371603479021064	0.00660785983722561
PB.4084.1	PB.4084.1_ORF_1	210	+	1	103	153	51	0.7965	-0.313082571548457	0.00162013388553306
PB.4085.1	PB.4085.1_ORF_1	585	+	1	88	207	120	0.92	-0.162255450219161	0.012980501136607
PB.4086.1	PB.4086.1_ORF_3	443	+	2	65	133	69	0.9478	-0.159129295000857	0.00833243393312386
PB.4087.2	PB.4087.2_ORF_1	400	+	1	109	399	291	1.1962	0.344562207483285	0.834744974475764
PB.4087.1	PB.4087.1_ORF_3	800	+	2	206	289	84	0.8536	0.374359928860478	0.152083373984506
PB.4087.3	PB.4087.3_ORF_1	969	+	3	105	458	354	1.1017	0.336719717877253	0.872129716150749
PB.4087.4	PB.4087.4_ORF_1	809	+	2	125	298	174	0.9063	0.290878340398606	0.261754960320971
PB.4087.5	PB.4087.5_ORF_1	697	+	1	13	186	174	0.9063	0.290878340398606	0.262943397849287
PB.4087.6	PB.4087.6_ORF_1	504	+	1	208	276	69	0.9855	-0.237644980754163	0.00588718000570613
PB.4088.3	PB.4088.3_ORF_1	310	+	2	17	145	129	1.2084	0.258211502936188	0.338541772278421
PB.4088.2	PB.4088.2_ORF_1	1031	+	3	96	866	771	1.1826	0.388200054858533	0.999233657113605
PB.4088.1	PB.4088.1_ORF_1	1985	+	3	27	1820	1794	1.2097	0.36486481326726	0.999999990925104
PB.4088.4	PB.4088.4_ORF_1	601	+	2	50	439	390	1.241	0.387483842494501	0.958157617370809
PB.4089.1	PB.4089.1_ORF_1	1011	+	3	117	1010	894	1.1059	0.64059551232069	0.999945514393885
PB.4089.2	PB.4089.2_ORF_1	2122	+	1	103	1302	1200	1.0446	0.535171962900461	0.999995578480828
PB.4089.3	PB.4089.3_ORF_1	1302	+	2	98	1297	1200	1.0446	0.535171962900461	0.999995772875868
PB.4089.4	PB.4089.4_ORF_1	1076	+	2	20	256	237	0.9838	0.143057862821453	0.273579978196868
PB.4090.1	PB.4090.1_ORF_1	1225	+	3	186	338	153	0.8953	0.0139037186932505	0.0468287063664712
PB.4091.1	PB.4091.1_ORF_1	935	+	1	70	627	558	0.9671	0.113944180316966	0.915926752114942
PB.4092.1	PB.4092.1_ORF_4	1424	+	1	49	168	120	1.0602	-0.107264421633213	0.0276456740122242
PB.4093.1	PB.4093.1_ORF_1	770	+	3	351	461	111	1.145	0.68776367496605	0.816331518451595
PB.4096.1	PB.4096.1_ORF_3	445	+	3	84	161	78	0.9169	-0.261083432109612	0.00447905073429122
PB.4096.2	PB.4096.2_ORF_2	541	+	2	335	412	78	0.9169	-0.261083432109612	0.00445564061215193
PB.4097.1	PB.4097.1_ORF_1	659	+	2	197	364	168	0.6888	0.0450557615287251	0.0343152418515461
PB.4097.2	PB.4097.2_ORF_1	894	+	3	258	482	225	0.836	-0.00188878907857202	0.0765709068348895
PB.4097.8	PB.4097.8_ORF_2	375	+	2	35	145	111	0.8343	-0.315523786878009	0.00351948738023871
PB.4097.3	PB.4097.3_ORF_1	921	+	2	287	511	225	0.836	-0.00188878907857202	0.0764662934539228
PB.4097.5	PB.4097.5_ORF_1	783	+	1	259	498	240	0.9195	0.0582873916925814	0.159363848204893
PB.4097.4	PB.4097.4_ORF_1	811	+	3	177	401	225	0.836	-0.00188878907857202	0.0768933185069697
PB.4097.6	PB.4097.6_ORF_1	788	+	3	264	503	240	0.9195	0.0582873916925814	0.159327123722394
PB.4097.7	PB.4097.7_ORF_1	721	+	2	197	436	240	0.9195	0.0582873916925814	0.159819801875846
PB.4098.1	PB.4098.1_ORF_1	205	+	2	125	187	63	0.5061	-0.642573475822604	9.2371761465914e-05
PB.4099.2	PB.4099.2_ORF_4	1075	+	3	261	344	84	0.8991	0.200146335580662	0.0669969127975986
PB.4099.1	PB.4099.1_ORF_1	1267	+	3	15	536	522	0.9541	0.209487199135789	0.924299461430875
PB.4099.4	PB.4099.4_ORF_1	336	+	2	158	295	138	0.8048	-0.157504303918415	0.0111567571942997
PB.4099.3	PB.4099.3_ORF_1	1070	+	3	9	530	522	0.9541	0.209487199135789	0.925051804901988
PB.4099.5	PB.4099.5_ORF_1	631	+	3	72	593	522	0.9541	0.209487199135789	0.926703684939491
PB.4100.1	PB.4100.1_ORF_1	2985	+	1	1	192	192	0.7104	-0.0283203908314787	0.0274625405783853
PB.4101.1	PB.4101.1_ORF_1	644	+	1	241	411	171	0.6935	-0.477396031918336	0.00156697221380947
PB.4101.2	PB.4101.2_ORF_1	697	+	3	102	272	171	0.6935	-0.477396031918336	0.00156243221690537
PB.4101.3	PB.4101.3_ORF_1	474	+	2	71	241	171	0.6935	-0.477396031918336	0.00158162353606862
PB.4102.1	PB.4102.1_ORF_1	1093	+	2	44	526	483	0.8978	0.23419777358205	0.884048673293244
PB.4102.2	PB.4102.2_ORF_1	984	+	2	44	526	483	0.8978	0.23419777358205	0.884659910492329
PB.4102.3	PB.4102.3_ORF_2	145	+	1	52	144	93	0.9939	0.288247136525308	0.16511291733712
PB.4103.1	PB.4103.1_ORF_1	1032	+	1	160	486	327	0.5503	-0.0264281153395253	0.0765583718332252
PB.4104.2	PB.4104.2_ORF_1	556	+	1	79	309	231	1.1956	0.484659532140604	0.85666896478363
PB.4104.1	PB.4104.1_ORF_1	684	+	1	79	309	231	1.1956	0.484659532140604	0.855805035230455
PB.4104.3	PB.4104.3_ORF_1	1876	+	2	74	304	231	1.1956	0.484659532140604	0.847550547507465
PB.4104.4	PB.4104.4_ORF_1	399	+	1	7	150	144	1.1055	0.375473287603752	0.46257040797307
PB.4104.5	PB.4104.5_ORF_7	1449	+	1	1222	1278	57	1.1191	0.145371161149645	0.0737574961323021
PB.4104.6	PB.4104.6_ORF_4	446	+	3	219	275	57	1.1191	0.145371161149645	0.0776038554654307
PB.4105.1	PB.4105.1_ORF_1	1922	+	2	164	1597	1434	1.3183	0.551826804842658	0.999999887745189
PB.4106.1	PB.4106.1_ORF_1	502	+	3	372	443	72	1.0877	0.154935839161099	0.0862102825528867
PB.4107.1	PB.4107.1_ORF_3	1095	+	2	221	412	192	1.2373	0.454876073258465	0.783304531078066
PB.4107.2	PB.4107.2_ORF_1	523	+	2	296	376	81	1.0812	-0.13624716347506	0.0171129698436633
PB.4108.1	PB.4108.1_ORF_1	604	+	3	402	575	174	0.6582	0.175966531069695	0.0705556008224236
PB.4109.1	PB.4109.1_ORF_1	1329	+	1	355	537	183	0.7409	-0.0104772130347914	0.0334539388347809
PB.4110.1	PB.4110.1_ORF_1	515	+	2	188	337	150	0.4168	-0.066694875198754	0.00578608431115352
PB.4111.1	PB.4111.1_ORF_1	1017	+	1	793	933	141	0.6314	-0.202412744573622	0.00468579376943166
PB.4112.1	PB.4112.1_ORF_1	1112	+	3	819	1025	207	0.7804	-0.0634116602978676	0.0366779826044298
PB.4113.1	PB.4113.1_ORF_5	1333	+	3	63	152	90	1.1587	-0.00362698467307746	0.0510549175139872
PB.4113.2	PB.4113.2_ORF_1	635	+	2	80	448	369	0.4614	-0.221980741415678	0.0295545205123381
PB.4114.1	PB.4114.1_ORF_1	636	+	2	71	511	441	1.1872	0.380391251924287	0.969859004983356
PB.4114.2	PB.4114.2_ORF_8	2198	+	1	1996	2073	78	1.213	0.591346047395219	0.666747273302227
PB.4114.3	PB.4114.3_ORF_3	564	+	2	362	439	78	1.213	0.591346047395219	0.686348762878621
PB.4114.4	PB.4114.4_ORF_1	687	+	2	53	562	510	1.1605	0.393562301310832	0.985632480827181
PB.4114.5	PB.4114.5_ORF_1	535	+	2	35	535	501	1.1654	0.40664932937494	0.98568832188299
PB.4114.6	PB.4114.6_ORF_1	779	+	1	127	654	528	1.2556	0.381114145847744	0.990778348345812
PB.4114.7	PB.4114.7_ORF_1	892	+	3	258	767	510	1.1605	0.393562301310832	0.985472432328527
PB.4114.8	PB.4114.8_ORF_1	563	+	1	43	438	396	1.3041	0.49992210835531	0.983699678750809
PB.4114.9	PB.4114.9_ORF_1	289	+	3	9	164	156	1.2486	0.508694057615103	0.784484942762478
PB.4114.10	PB.4114.10_ORF_1	187	+	3	66	185	120	0.6602	-0.0973983613316998	0.00807061230635045
PB.4115.1	PB.4115.1_ORF_2	929	+	2	389	688	300	0.9419	0.225525358914884	0.523072926256728
PB.4116.1	PB.4116.1_ORF_1	2179	+	1	61	495	435	0.8401	-0.0867055016544774	0.32927817025032
PB.4117.1	PB.4117.1_ORF_1	212	+	3	90	161	72	0.61	-0.128232985469047	0.00330183564618376
PB.4118.1	PB.4118.1_ORF_2	1981	+	1	274	390	117	1.2342	0.37892437078337	0.481453455397768
PB.4118.2	PB.4118.2_ORF_1	2103	+	3	96	449	354	1.1953	0.371934028383675	0.916375400850232
PB.4118.4	PB.4118.4_ORF_1	764	+	3	93	470	378	1.1836	0.395025968413048	0.944580605554682
PB.4118.3	PB.4118.3_ORF_1	2146	+	3	93	470	378	1.1836	0.395025968413048	0.940477570192057
PB.4118.5	PB.4118.5_ORF_1	1983	+	2	107	307	201	1.2082	0.335883394909352	0.625892554471999
PB.4118.6	PB.4118.6_ORF_1	437	+	1	43	159	117	1.2342	0.37892437078337	0.502609791886103
PB.4118.7	PB.4118.7_ORF_2	1601	+	1	1198	1284	87	0.685	-0.0162877713023391	0.00918951009276618
PB.4118.8	PB.4118.8_ORF_2	580	+	1	178	264	87	0.685	-0.0162877713023391	0.00971349712171256
PB.4119.1	PB.4119.1_ORF_1	472	+	3	234	338	105	0.4335	-0.551844031467641	0.000196619845314049
PB.4120.1	PB.4120.1_ORF_1	1770	+	1	892	1221	330	0.6688	0.106723929509692	0.21747138605294
PB.4120.2	PB.4120.2_ORF_1	1515	+	3	627	956	330	0.6688	0.106723929509692	0.219860202545552
PB.4120.3	PB.4120.3_ORF_1	504	+	1	169	468	300	0.5581	-0.0722874124949479	0.046771831860007
PB.4121.1	PB.4121.1_ORF_1	1881	+	1	55	1617	1563	1.0521	0.453748228585197	0.999999879927046
PB.4122.1	PB.4122.1_ORF_4	1079	+	3	201	350	150	0.738	0.158998167183854	0.0629366081640136
PB.4122.2	PB.4122.2_ORF_1	2346	+	1	610	1050	441	0.94	0.210211284574708	0.816477742705421
PB.4123.1	PB.4123.1_ORF_1	2331	+	1	151	1677	1527	1.2619	0.563054118722119	0.999999953982556
PB.4123.2	PB.4123.2_ORF_1	1983	+	2	125	1651	1527	1.2619	0.563054118722119	0.999999954852304
PB.4124.1	PB.4124.1_ORF_1	175	+	1	34	153	120	0.965	0.015754680830184	0.0442169213973958
PB.4125.1	PB.4125.1_ORF_2	1039	+	3	528	758	231	1.0654	0.0711356938897106	0.232047275348154
PB.4126.1	PB.4126.1_ORF_1	690	+	2	41	628	588	1.2272	0.581222110306545	0.998452392558236
PB.4127.1	PB.4127.1_ORF_1	2038	+	2	761	1450	690	1.2993	0.559695194397532	0.999526389030313
PB.4127.4	PB.4127.4_ORF_4	771	+	2	617	769	153	1.1204	0.378134486844956	0.499451460230963
PB.4127.2	PB.4127.2_ORF_1	2049	+	1	655	1464	810	1.3036	0.558334075657566	0.999876993270549
PB.4127.3	PB.4127.3_ORF_1	1822	+	2	35	1237	1203	1.2602	0.574429674392683	0.99999842376834
PB.4128.1	PB.4128.1_ORF_1	1719	+	1	49	1596	1548	1.255	0.454528851993092	0.999999930392914
PB.4129.1	PB.4129.1_ORF_1	1359	+	1	64	1107	1044	1.3029	0.731735291369128	0.999996975507635
PB.4130.1	PB.4130.1_ORF_1	799	+	3	30	572	543	1.3068	0.584561195310257	0.998082330658002
PB.4130.2	PB.4130.2_ORF_1	828	+	3	30	467	438	0.8271	0.218711701120188	0.769365432469032
PB.4130.3	PB.4130.3_ORF_1	674	+	3	39	443	405	1.303	0.601358065263758	0.991889799208026
PB.4131.1	PB.4131.1_ORF_1	2337	+	1	67	1635	1569	1.2298	0.388026645466528	0.999999907034322
PB.4132.1	PB.4132.1_ORF_2	915	+	1	28	255	228	1.2673	0.6312511773777	0.94641273993475
PB.4132.2	PB.4132.2_ORF_2	2471	+	1	19	246	228	1.2673	0.6312511773777	0.941917318022425
PB.4132.3	PB.4132.3_ORF_1	585	+	1	13	396	384	1.2952	0.680884519790136	0.993517373470874
PB.4133.1	PB.4133.1_ORF_1	201	+	1	112	201	90	0.7183	-0.351468304964236	0.00151729052767199
PB.4134.1	PB.4134.1_ORF_1	615	+	1	25	156	132	0.7147	-0.0709776022760568	0.012711723730965
PB.4134.2	PB.4134.2_ORF_1	1529	+	1	355	678	324	1.2873	0.699780536671907	0.98782991626834
PB.4135.1	PB.4135.1_ORF_1	414	+	2	269	412	144	1.0578	0.358920634412896	0.397546756349692
PB.4136.1	PB.4136.1_ORF_1	316	+	2	38	316	279	0.8387	0.303211646695767	0.501674663565266
PB.4137.1	PB.4137.1_ORF_1	904	+	1	391	903	513	0.9712	0.464465688830889	0.982496409906514
PB.4138.1	PB.4138.1_ORF_1	3075	+	2	17	2404	2388	1.2904	0.485898566549942	0.999999999995451
PB.4138.2	PB.4138.2_ORF_1	1869	+	2	77	1204	1128	1.213	0.540440147672698	0.999994710833268
PB.4138.3	PB.4138.3_ORF_1	1122	+	2	44	451	408	1.2117	0.504043441494268	0.980357656638081
PB.4138.4	PB.4138.4_ORF_3	418	+	2	101	181	81	1.0751	0.107644493766061	0.0700497020657407
PB.4139.1	PB.4139.1_ORF_1	938	+	2	53	688	636	1.1813	0.587729947155873	0.998966922617239
PB.4139.8	PB.4139.8_ORF_1	530	+	1	52	528	477	1.231	0.627622817804972	0.996053977556906
PB.4139.5	PB.4139.5_ORF_1	710	+	1	52	687	636	1.1813	0.587729947155873	0.998979744178319
PB.4139.9	PB.4139.9_ORF_1	352	+	3	156	329	174	1.1449	0.483531934211096	0.727060734511982
PB.4139.7	PB.4139.7_ORF_2	605	+	2	404	577	174	1.1449	0.483531934211096	0.724299211056811
PB.4139.6	PB.4139.6_ORF_2	672	+	2	464	637	174	1.1449	0.483531934211096	0.7235650071152
PB.4139.4	PB.4139.4_ORF_1	1085	+	1	52	687	636	1.1813	0.587729947155873	0.998958570867759
PB.4139.3	PB.4139.3_ORF_1	1991	+	1	52	687	636	1.1813	0.587729947155873	0.99890558712435
PB.4139.2	PB.4139.2_ORF_1	2184	+	1	52	687	636	1.1813	0.587729947155873	0.998893956949886
PB.4139.10	PB.4139.10_ORF_1	650	+	3	51	620	570	1.18	0.579817058283303	0.997760087937691
PB.4139.11	PB.4139.11_ORF_2	523	+	1	316	489	174	1.1449	0.483531934211096	0.725196143536216
PB.4139.12	PB.4139.12_ORF_1	911	+	3	246	881	636	1.1813	0.587729947155873	0.998968449322923
PB.4139.13	PB.4139.13_ORF_1	811	+	1	391	564	174	1.1449	0.483531934211096	0.722037960601555
PB.4139.14	PB.4139.14_ORF_1	559	+	2	356	529	174	1.1449	0.483531934211096	0.724802591528729
PB.4139.15	PB.4139.15_ORF_1	903	+	2	332	505	174	1.1449	0.483531934211096	0.721024405172756
PB.4139.16	PB.4139.16_ORF_1	574	+	1	367	540	174	1.1449	0.483531934211096	0.724638508378666
PB.4139.17	PB.4139.17_ORF_1	643	+	2	218	391	174	1.1449	0.483531934211096	0.723882945150713
